id,tagline,occurrence,publication,lin,summary,recommendations,location
RO-2012-101,"Load shift on Train 926D struck stationary Train 845, Main South line, Rolleston, 6 April 2012
",6 Apr 2012,10 Apr 2015,12-101,"On 6 April 2012 the 9.5-tonne body of a damaged freight wagon (the load) was being carried on a purpose-built ""special-movement wagon"" (the wagon). The wagon was one of 60 on a northbound freight train travelling from Dunedin to Christchurch. At some time before the train reached Ashburton the webbing strops used to lash the load to the wagon failed, allowing the load to move and overhang the side of the wagon by at least one metre. Over a distance of about 64 kilometres the overhanging load struck and damaged or destroyed 10 track-side signals and 2 barrier arm assemblies at a road level crossing. At Rolleston another freight train was stationary on an adjacent track, waiting for the northbound train to pass. The overhanging load struck the locomotive of the stationary train. The driver of the stationary train alerted the other driver, who stopped his train. The stationary train received minor damage. No-one was injured in the accident. The webbing strops failed because an insufficient number of them had been used to secure the load, and edge protectors, which were required to prevent the webbing strops fraying, had not been used. The load had not been secured in compliance with the KiwiRail Freight Handling Code (issue 3, effective from 7 September 2009). The Transport Accident Investigation Commission (Commission) found that no-one involved with loading, shifting and securing the wagon body was sufficiently familiar with the KiwiRail Freight Handling Code to realise that the securing arrangement was not compliant with the Code. The Commission has made a recommendation to the Chief Executive of KiwiRail to address this safety issue. The Commission also found that the wagon allocated to transport the load from Dunedin to Christchurch had not been furnished with the appropriate load-securing equipment. KiwiRail took the appropriate safety action to address this safety issue. Key lessons learnt from this inquiry were:  poorly secured loads on trains have the potential to cause significant damage to property and injury to persons, which is why the persons responsible for securing and checking the security of loads must be familiar with the requirements of the operator's Freight Handling Code; the proper freight-securing equipment must be easily available to staff to ensure they can correctly apply the standards of the Freight Handling Code.","008/14, 009/14",Rolleston
RO-2012-102,"Train control power failure, 26 April 2012
",26 Apr 2012,20 Nov 2014,12-102,"At about 1600 on 26 April 2012, the four train control workstations in the Auckland control room located in the Wellington National Train Control Centre (train control) suddenly lost power and shut down. As a consequence, all of the signals in the Auckland metropolitan area automatically reverted to red (""Stop"") and all rail movements in Auckland progressively stopped. Train controllers were unable to communicate with the stranded trains and could not issue control instructions. Veolia was advised of the power outage and immediately activated its emergency plan. Veolia sent messages to all its on-board train managers, explaining the situation. All passengers were retained on board trains that were prevented from reaching their next stations. The power outage lasted for about one hour and scheduled passenger services were affected for the rest of the evening. There were 27 train services travelling within the Auckland metro area at the time, with an estimated passenger load of between 1000 and 2000. The power outage occurred when an electrical fault caused an electrical circuit breaker that was feeding power to all four Auckland workstations to trip. The electrical fault should have first tripped a different circuit breaker, which would have resulted in only one of the four workstations being lost. The control of all signals for the Auckland metropolitan area had been centralised into Wellington train control since 1997. The last phase of centralisation was the provision of the four new workstations that subsequently lost power in this incident. All train control functions for the Auckland metropolitan area had been managed from these four workstations since late 2010, about 16 months before the incident. The Commission identified the following safety issues: the project team responsible for the Auckland train control centralisation project lacked the appropriate expertise for designing and installing the emergency power supply system; the management and maintenance of the emergency power supply system for train control were not sufficient to ensure the integrity of what had been designated an ""essential service""; KiwiRail's Risk Management Policy for ""continuity of core services"" did not give proper consideration to the safety of passengers and crew when a core service such as train control failed, causing the widespread stoppage of an entire metropolitan passenger rail system. KiwiRail took the necessary safety action to improve the management and maintenance of the power supply system for train control. The Commission made one recommendation to the Chief Executive of KiwiRail to review its risk assessment matrix to improve the focus on safety risk. The key lessons learnt from the inquiry into this occurrence were: projects involving essential core services must be appropriately scoped and resourced to ensure that the service integrity is not disrupted at any time; essential core services must be subjected to a rigorous safety risk assessment process that ensures that the risks to people and infrastructure are appropriately managed and tested; power distribution systems for essential core services must be properly managed and serviced to ensure that the integrity of the service is maintained.",022/14,Auckland
RO-2012-103,"Derailment of freight Train 229, Rangitawa-Maewa, North Island Main Trunk, 3 May 2012
",3 May 2012,2 Jun 2016,12-103,"A KiwiRail Holdings Limited freight train (Train 229) consisting of two locomotives hauling 33 wagons was travelling from Auckland to Wellington overnight on 2 and 3 May 2012. At 0034 on 3 May one of four sets of wheels on the fifth wagon derailed. The wagon was dragged for nearly three kilometres in that state to a rail junction at Maewa, about 22 kilometres north of Palmerston North, where it and five other wagons completely derailed. Another freight train that was waiting in the Maewa crossing loop escaped damage. However, there was substantial damage to the six derailed wagons and track infrastructure at Maewa. The train was not conveying any dangerous goods cargo and no one was injured in the derailment. The Transport Accident Investigation Commission (Commission) found that the most likely cause of the derailment was a phenomenon called dynamic interaction, when the track geometry, wagon condition, wagon loading and train speed in combination can cause a wagon to rock from side to side. One or more wheels then lift and climb the rail, resulting in a derailment. The wagon condition, wagon loading and speed of the train were all found to be within KiwiRail's maximum permissible limits. However, a series of track defects approaching the derailment site was outside KiwiRail's permissible limits. The Commission also found that there had been a history of track defects approaching the derailment site that had not been effectively repaired, which had highly likely contributed to a derailment at the same location six and a half weeks prior to this accident. The KiwiRail system for managing track defects in the area of Maewa was not ensuring: that the root causes of track defects were being identified; that repair work was being properly performed; and that the repairs were effective. KiwiRail has since taken safety actions to address these issues. Noting the safety actions taken by KiwiRail and the trend of decreasing mainline derailments in that period and since, the Commission has made no new recommendations. A key lesson arising from this inquiry is that any action taken to address track defects must be conducted properly, then checked and monitored to ensure the desired results have been achieved.",NA,Maewa
RO-2012-104,"Train 723 overran limit of track warrant Parikawa, Main North line, 1 August 2012
",1 Aug 2012,17 Sep 2015,12-104,"On Wednesday 1 August 2012, a southbound freight train was travelling from Picton to Christchurch. At the same time a northbound freight train was travelling from Christchurch to Picton. The train controller had planned to cross the trains at the Pines track warrant station. The train controller had issued a track warrant to the driver of the southbound train to proceed to Parikawa only, the track warrant station before Pines. The track warrant terminated at Parikawa because the train controller had authorised a hi-rail vehicle associated with a track maintenance work group to occupy the track between Parikawa and Pines. The driver of the southbound train correctly wrote Parikawa as the terminating track warrant station, but subsequently formed the belief that his track warrant terminated at Pines instead. The southbound train passed through Parikawa and stopped at Pines. Fortunately, the driver of the hi-rail vehicle had completed his task and removed his vehicle from the track; otherwise there would have been a high risk of collision between the train and his vehicle. The Transport Accident Investigation Commission (Commission) was not able to determine conclusively at what point and why the train driver formed the belief that his train had authority to proceed through Parikawa to Pines.The Commission found that the train driver's roster alone was unlikely to have caused the driver to be fatigued. However, there were other factors that could have been affecting the quality of sleep obtained. The Commission found that the train driver's performance was likely to have been affected by a number of medications that he had been prescribed in response to work- and non-work-related injuries. The Commission identified the following safety issues: the train driver, who was performing a safety-critical role, had been prescribed a number of potentially performance-impairing medications without the knowledge of the industry health professionals; there was no requirement for private medical practitioners to inform the rail industry medical professionals when they became aware that a person who performed a safety-critical role had medical conditions or had been prescribed performance-impairing medications that could render that person unfit for normal duty; there was no requirement for the driver to complete the safety-critical worker health questionnaire before he presented for a special 'triggered' health assessment; there was little or no warning system built in to KiwiRail’s procedures to mitigate the risk of the track warrant control operating system failing due to human error. The Commission made one recommendation to the Chief Executive of the NZ Transport Agency, one recommendation to the Secretary for Transport and one recommendation to the Chief Executive of KiwiRail to address these safety issues. The Commission identified that the key lessons learnt from the inquiry into this occurrence were: over-the-counter and prescribed medications have the potential to affect the performance of train drivers and other persons working in safety-critical roles. Any person working in a safety-critical role should notify an industry health professional of any such medication before presenting for further duty; drivers of trains operating under track warrant authority who do not follow the correct procedures are more likely to endanger lives by causing accidents; train controllers who do not follow the correct procedures for controlling trains in track warrant territory are more likely to endanger lives by causing accidents; this report gives an example of KiwiRail not following or enforcing a procedure in its safety system relating to periodic health assessments. A rail operator that does not strictly enforce its own standards will risk engendering a culture of non-compliance among its employees.","008/15, 011/15, 009/15",Parikawa
RO-2012-105,"Unsafe recovery from wrong-route at Wiri Junction, 31 August 2012",31 Aug 2012,19 May 2016,12-105,"On Friday 31 August 2012 a scheduled Auckland metropolitan passenger train was travelling south from Britomart Station to Manukau Station. The train had stopped at Puhinui Station to exchange passengers. While it was sitting at the station, train control set the wrong route for the train through Wiri Junction. The route was set to take the train straight through to Papakura instead of diverging to the Manukau Branch Line. The signal ahead of the train was showing the driver that his train was routed for Papakura instead of Manukau. However, the driver did not recognise this. The train controller realised his mistake and radioed the train driver with the intention of having him stop his train, but was too late to prevent the train entering the Wiri Junction section. On this occasion there was no conflicting traffic and the train was in no danger of overturning because the driver had kept the train speed down to 40 kilometres per hour on the assumption that his train would be routed across to the Manukau Branch Line. However, a serious incident occurred during the process of recovering the train to the correct route. Through miscommunication between the train driver and the train controller, the driver drove his train straight back in the direction from which it had come, towards another passenger train approaching on the same line. The trains stopped about 800 metres apart. There was no collision and no-one was injured. The Transport Accident Investigation Commission (Commission) found that the wrong-routing occurred during a transitional period when train controllers were becoming familiar with the newly commissioned Manukau Branch Line. They altered an existing routine that for a time increased the risk of human error. The Commission also found that the driver assumed the route ahead had been correctly set for his train then selectively read the 'proceed' aspect of signal 1803, but he did not recognise that it was also displaying the wrong route for his train. The key safety issue arising from this incident was the miscommunication between the driver and the train controller, resulting from an ambiguous conversation when a set of clear and precise instructions were required but not relayed. The Commission has already made a recommendation to the Chief Executive of the NZ Transport Agency in 2012 about ensuring high standards of crew resource management and communication across the rail industry. Since this incident KiwiRail has automated the train route selection for Wiri Junction, which should significantly reduce the likelihood of a future Manukau-bound train being signalled a wrong route through Wiri Junction. In view of the above, the Commission has made no new recommendations arising from this inquiry. The key lessons arising from this inquiry are: train drivers must actively look at, correctly interpret and respond to all signals, rather than making assumptions about what lies ahead of their trains; communication between train controllers and train drivers must be clear and concise and leave both parties in no doubt as to what is going to happen next, particularly when resolving abnormal situations.",NA,Wiri
RO-2013-101,"Derailment of freight Train 345, Mission Bush Branch line, 9 January 2013
",9 Jan 2013,15 Jun 2017,13-101,"A KiwiRail freight train consisting of three locomotives hauling 36 wagons departed Glenbrook bound for Mount Maunganui at 0430 on 9 January 2013. When the train departed the brakes were working only on the three locomotives, and not the wagons (the train brake) due to the train braking system not being configured properly in the non-driving end of the lead locomotive. Also, the coupling between the sixth and seventh wagons in the train had not been secured properly. The train parted between the sixth and seventh wagons while descending a grade from Glenbrook. Within a matter of seconds, the rear portion of the train ran into the forward portion, causing the derailment. The track infrastructure and 28 wagons carrying steel product were extensively damaged. The line was closed for three and a half days while repairs were completed. The Transport Accident Investigation Commission (Commission) found that the train was able to depart with a wrongly configured brake control system due to there being no mechanical interlock preventing it moving. The Commission also found that the fact that the train brakes were not working when the train departed Glenbrook should have been detected, but was not, because the required brake test had not been performed after a third locomotive was added to the train. The Commission has made no recommendations because of the safety actions taken by KiwiRail Holdings Limited following the derailment and the trend of decreasing mainline derailments during the period of this investigation. Key lessons identified from this inquiry are: train drivers and train examiners need to comply with basic operating rules to ensure that trains have fully functioning and continuous air brake systems at all times; it is important that all operating staff communicate properly and effectively and ensure that proper procedures are followed. Should there be any departure from the plan or any unusual or unexplained event occur, it must be communicated effectively; shift workers need to remain alert to any situation that could affect their cognitive performance, and that of their work colleagues.",NA,Mission Bush
RO-2013-102,"Passenger train travelled with doors open, Wingate - Taita, 28 March 2013
",28 Mar 2013,26 Jun 2014,13-102,"On 28 March 2013, a Tranz Metro six-car Ganz Mavag electric multiple unit train was running an evening peak-hour passenger service from Wellington to Taita. The train was being driven by a trainee driver (trainee) undergoing on-the-job training. His performance was being monitored by a ""minder driver"", who was sitting across from and outside the driver's cab. The train stopped at its penultimate stop, Wingate station, where a number of passengers disembarked. The train manager and her assistant were standing on the platform overseeing the passenger operations. When the passengers were clear of the train the assistant was about to re-board the fourth ""car"". At the same time the train manager was reaching through the doorway on the third car, preparing to close the passenger doors, when the train began to move forward. Both stepped back from the train and were left standing on the platform as the train departed. Normally the train manager would have pressed a ""right-away"" button on the door control box once all the passenger doors had closed, which would have simultaneously sounded a buzzer and illuminated a light on the driver's control panel. This would have been the driver's signal that the train had been cleared to depart. The trainee thought he had heard the buzzer, so he applied power and the train departed for the last stop at Taita station with 12 passengers on board. He did not notice that the separate ""all-doors-closed"" light was not illuminated on his control panel. The short journey to Taita was made with all 12 passenger doors along one side of the train open and with no passenger staff on board. No-one was injured. There was no damage to the train. A safety issue arising from this inquiry was the design of the door-status light system. The light was normally extinguished when the doors were open, even while the train was moving. The Transport Accident Investigation Commission (Commission) accepted a submission from the Greater Wellington Regional Council, which said that it did not intend to modify the door-status light system on the Ganz Mavag sets, because they are due to be withdrawn from service within two years. The train manager was not carrying a portable radio of the kind that Tranz Metro had placed on board all its trains to enable train managers to converse with drivers in emergency situations. The train manager could have alerted the trainee to the incident had Tranz Metro allowed her to carry the radio. The Commission has made a recommendation in the past about train managers being provided with radios to allow effective communication in the event of an emergency. This recommendation is discussed in the context of this incident. Key safety lessons arising from this incident included: driver indication systems in rail vehicles should be designed logically to provide the intended warnings for the drivers in a clear and unambiguous way; there should always be a method provided for train managers to contact train drivers directly in cases of emergency, and those methods should be fully utilised.",NA,Wingate
RO-2013-103,"Passenger train collisions with Melling Station stop block, 15 April 2013 and 27 May 2014
",15 Apr 2013,8 Dec 2016,13-103,"On 15 April 2013 a two-car Matangi passenger train was operating the service from Wellington to Melling Station. As the train was slowing on the approach to Melling Station it encountered slippery track conditions, and despite the efforts of the train driver the train collided with the stop block just past the station platform. The train was damaged and three passengers received first aid, with one sustaining minor injuries. The force of the collision lifted the concrete stop block out of the ground. Just over one year later, on 27 May 2014, the same thing happened when another two-car Matangi passenger train collided with the stop block. This time the train came to rest on top of the stop block. The concrete block split and the terminal pole for the overhead power line, mounted directly behind the stop block, was severed at ground level. The overhead contact wire drooped and momentarily touched the roof of the train, causing the electrical circuit breaker to trip for the area. The train was extensively damaged and two passengers received minor injuries. The Transport Accident Investigation Commission (Commission) found that for both accidents dew forming on the railway track following a period of dry weather made the track slippery (referred to as low adhesion). Both trains were being driven normally but the drivers were caught unaware by the slippery track conditions. The Commission also found that the training that drivers received for transitioning from the Ganz Mavag train type to the Matangi train type did not provide them with sufficient information in respect of the design and correct operation of the train brake and wheel-slide protection systems. The computer-controlled train braking system is sophisticated and is fitted with two independent wheel-slide protection systems to manage braking in slippery conditions. Post-accident testing revealed that the braking systems had not been optimised for slippery track conditions when the trains were first commissioned into service. The Commission identified a safety issue whereby the current National Rail System Standards did not require new train types to have their train brake systems tested under slippery track conditions against an appropriate standard. The Commission also identified safety issues with the assessment of risk for trains entering terminating stations. The normal allowable train speeds left little margin for error in the event of something going wrong, and the stop block was an older type and was less effective at absorbing impact forces than its modern equivalent. Also, the pole supporting the overhead electrical traction line was directly in the path of an overrunning train. It was of concern to the Commission that the driver of the train in the second accident was found to have cannabis in his system, although it does not believe that it was a contributory factor. The Commission made four urgent recommendations to KiwiRail to address issues to do with risk, and two further recommendations to the NZ Transport Agency to ensure that low-adhesion braking requirements were defined in rail standards and that the brake systems on the new Auckland electric trains were optimised for low-adhesion conditions. Actions were taken to address four of the recommendations, which were then closed before this report was published. The agencies involved have also made progress in addressing the remaining recommendations, and taken safety actions to address other safety issues identified in this report. Detail of the safety actions taken are included in sections six and seven of this report. In summary, they are: The train brakes were tested and optimised for slippery track conditions; The line speed into Melling Station was reduced and the line speed at other terminal stations was reviewed and changed as appropriate; The stop block at Melling was replaced with a shock absorbing buffer stop; The traction power pole at Melling was relocated away from the track centreline; Matangi drivers received further training on the Matangi brake systems; Overhead traction power reset procedures were changed; A low adhesion working group was formed for the Wellington area; The procurement of a driver training simulator for Matangi trains was initiated; The driving console in the Matangi trains was modified to alert the driver whenever the train was experiencing wheelslide activity. Key lessons arising from this inquiry were: Slippery track conditions are a foreseeable risk and train braking systems must be designed, tested and optimised to provide adequate braking performance under those condition; Train drivers must be adequately trained to be fully conversant with the characteristics of their train braking systems, and to drive their trains within the trains' capabilities; When a new train type is being commissioned and first entered into service, train operators should seek feedback from the drivers on train performance in order to identify and remedy promptly any potential performance issues.",NA,Melling
RO-2013-104,"Derailment of metro passenger Train 8219 Wellington, 20 May 2013
",20 May 2013,17 Sep 2015,13-104,"On Monday 20 May 2013, Train 8219 was the scheduled Tranz Metro passenger train travelling from Porirua to Wellington. The train was an electric multiple unit consisting of four passenger coaches. At 0743 the rear coach of the train derailed as it was entering Wellington Station limits. Four of the 315 passengers on board the train received minor injuries. The derailed coach remained upright but sustained extensive damage to machinery underneath the coach floor. An air compressor was forced up through the coach floor into the passenger compartment. A component from the train's braking system had fallen onto the track and jammed against the underslung machinery with sufficient force to cause the derailment. The Transport Accident Investigation Commission (Commission) found that the component fell because, more than 10 weeks before the accident, maintenance staff had omitted to fit retaining split pins to bolts that were holding the component in place. The maintenance staff had not been given specific task instructions to follow and against which to record progress. Because of this, when the task of fitting the brake component was interrupted by an overnight change in shift, the omission of fitting the retaining split pins was easily missed. Before its inquiry was complete the Commission made urgent recommendations to the Chief Executive of KiwiRail to address safety issues with the way maintenance was conducted in its Wellington maintenance depot. The Commission also recommended that the Chief Executive of the NZ Transport Agency monitor the progress of KiwiRail's response to the recommendations. The Commission identified the following key lesson arising from this inquiry: maintenance staff must be given clear instructions for all maintenance tasks and record progress against every important step of the instructions. If a task involves safety-critical systems, there must be an independent check by a responsible person before the train is released back into service.","020/13, 021/13",Wellington
RO-2013-105,"Capital Connection passenger train, departed Waikanae Station with mobility hoist deployed, 10 June 2013
",10 Jun 2013,7 May 2015,13-105,"At 0730 on Monday 10 June 2013, the KiwiRail Scenic-operated passenger train the Capital Connection was en route from Palmerston North to Wellington and had stopped at Waikanae Station to exchange passengers. The train was fitted with a mobility hoist in the rear-most luggage van for boarding and alighting passengers in wheelchairs. The train manager was monitoring the passenger exchange from the station platform adjacent to the leading passenger car near the front of the train. When he thought that the passenger exchange was complete, he re-entered the leading passenger car and closed all the passenger car doors from the local train door operating panel. After receiving an all-doors-closed green light, the train manager authorised the train driver to depart. Meanwhile, at the rear of the train the train attendant was operating the mobility hoist to alight a passenger in a wheelchair and their support person. The train attendant deployed the mobility hoist with the two passengers onto the station platform, at which time the train began to move. The train attendant pressed the train emergency stop button, which stopped the train, it having travelled about 1.7 metres. No-one was injured and no damage resulted. The Transport Accident Investigation Commission (Commission) found that the incident occurred because: the operation of the mobility hoist had not been written into the departure procedure being followed by the train manager; there was no effective means for the train attendant who was operating the mobility hoist to communicate with the train manager; the status of the luggage van doors was not interlocked with the train door status and control system, which allowed the train manager to receive a green all-doors-closed signal in spite of the luggage van door being open and the mobility hoist deployed onto the platform. The Commission has not made recommendations because KiwiRail has taken the appropriate safety action to address these three safety issues. The key safety lessons arising from this inquiry were: operational procedures must cover an entire operation if accidents and incidents are to be avoided; good communication among all persons involved in safety-critical operations is essential if accidents and incidents are to be avoided; technical solutions to mitigate human error, such as train door interlocking systems, are only effective if they protect all parts of the system.",NA,Waikanae
RO-2013-106,"Track occupation irregularity, leading to near head-on collision, Otira-Arthur's Pass, 10 June 2013
",10 Jun 2013,4 Dec 2014,13-106,"On the afternoon of 10 June 2013, KiwiRail's Tranz Alpine passenger train was travelling from Greymouth to Christchurch. The train departed from the Otira station on time, heading for the western portal of the Otira Tunnel. At about the same time, signals technicians had finished work on testing the tunnel door and ventilation systems at the western portal of the tunnel. About one minute after the train had departed from Otira, one of the signals technicians radioed train control and requested a track occupation authority to drive their two road vehicles across the rail bridge (Bridge 50) in the opposite direction from which the train was approaching. The train controller assumed from the signals technician's request that the passenger train had already crossed Bridge 50 and entered the tunnel. Based on that assumption he gave them authority to cross the bridge, in the path of the approaching train. The driver of the passenger train overheard the track occupation being authorised and realised that it conflicted with his train's movement. He reduced power and brought his train to a gradual stop before reaching Bridge 50, and alerted the train controller to the conflict. The train controller had not followed KiwiRail's track occupation rules, which required him to verify the actual location of the train in the area before authorising the road vehicles to cross the bridge. He had three means at his disposal to verify where the train was located. The Transport Accident Investigation Commission (Commission) found that the train controller’s performance was highly likely to have been impaired by fatigue at the time of the incident. His fatigue was the effect of his shift roster in the weeks leading up to the incident, which did not allow him sufficient opportunity to obtain good quality sleep and recover adequately from sleep debt accumulated during his cycle of shifts. The Commission identified two safety issues that contributed to the incident: the standard roster that the train controller was working in the weeks leading up to the incident did not offer him sufficient opportunity to recover adequately from sleep debt incurred after a shift cycle; the train controller had been involved in three operating irregularities during the previous 16-months and KiwiRail had identified his having concentration and focus issues. Despite this KiwiRail had allowed him to continue in the train controller role. The report refers to previous recommendations the Commission has made to KiwiRail and the NZ Transport Agency regarding train control rosters, fatigue and train controller wellbeing. The circumstances of this incident are relevant to both recommendations, and justify the Commission leaving them open until the safety issues identified in this report have been fully addressed. The key lessons learnt from the inquiry into this occurrence were: it is important that train controllers do not make assumptions about the locations of trains when authorising track occupations, and do not use local or ad hoc practices to circumvent policies, procedures and rules designed to prevent accidents and incidents; train control is a safety-critical function. If there is any doubt about a train controller's performance, they should be stood down until all doubt is removed; the 24-hour train control roster should be designed to minimise and manage the risk of train controllers' performance being impaired by fatigue.",023/14,Otira
RO-2013-107,"Express freight MP16 derailment, Mercer, North Island Main Trunk, 3 September 2013
",3 Sep 2013,14 Apr 2016,13-107,"On Tuesday 3 September 2013 an express freight train operated by KiwiRail was travelling from Tauranga to Auckland. The train consisted of a single locomotive hauling 36 wagons, 14 of which were conveying hazardous goods. At about 0300, as the train was approaching Mercer, a wheel-bearing on the 20th wagon behind the locomotive failed, resulting in that wagon derailing and tipping onto the adjacent southbound track. The following two wagons also derailed, one of them spilling its container and contents onto the adjacent State Highway One Expressway. Nobody was injured but significant damage occurred to the derailed wagons, their cargo and the rail infrastructure. Not enough of the failed wheel-bearing could be found to make a meaningful analysis of why it failed. However, there is some indication that previous issues with the wagon's braking system were a factor contributing to the failure. KiwiRail had installed a wheel-bearing acoustic monitoring system at three locations on the rail network to gather data on, and detect any signs of, pending wheel-bearing failure. The Commission found that the wheel-bearing acoustic monitoring system had detected impending problems with the failed wheel-bearing. However, because the system had yet to be fully implemented and resourced, the impending failure was not acted on in time to prevent the derailment. The Commission noted the potentially serious consequences of mainline train derailments, particularly in double track areas and where the rail track comes close to roads and public areas. However, it also noted the trend of decreasing mainline derailments since the installation of the wheel-bearing acoustic monitoring system. One recommendation has been made to the chief executive of KiwiRail to improve the accuracy of recording events involving train braking system failures to provide another predictive tool for detecting and preventing premature wheel-bearing failure. A key lesson arising from the inquiry is that, in order to achieve the full benefit of new technology introduced for the purpose of increasing rail safety, proper processes for applying the technology must also be introduced and sufficient staff provided who are fully conversant with those processes.",001/16,Mercer
RO-2013-108,"Near collision between 2 metro passenger trains, Wellington, 9 September 2013
",9 Sep 2013,21 Nov 2013,13-108,"On Monday 9 September 2013 at 1336, the NZ Transport Agency notified the Transport Accident Investigation Commission (Commission) of the incident under section 13(4) of the Railways Act 2005. The Commission opened an inquiry under section 13(1) of the Transport Accident Investigation Commission Act 1990, to determine the circumstances and causes of the incident, and appointed an investigator-in-charge. The investigator in charge interviewed the train driver and the train manager from Train 9243 and the train driver from the empty passenger train on Monday 9 September 2013. He also interviewed the KiwiRail Limited signaller who was on duty in the Wellington signal box at the time of the incident. The Commission reviewed data from the Tranzlog event recorders and forward-facing closed-circuit video recording systems on both trains, and data from the signalling system logs for the Johnsonville Line and Wellington station. On 13 September 2013 the investigator rode in the cab on the same service to observe the aspects that would have been seen by a train approaching Signal 38 at stop. The Commission received information relating to the history of the apparatus associated with Signal 38. The Commission also reviewed KiwiRail's general policy and Tranz Metro’s procedures covering the issue of train driver distraction. On 25 September 2013 the Commission approved the draft final report for circulation to interested persons for comment. On 23 October 2013 the Commission reviewed the submissions and changes to the draft report were made where appropriate. The Commission approved the final report for publication on the same date. Recommendations were made to KiwiRail and NZ transport Agency: KiwRail: The near collision occurred at a convergence of several busy metro passenger lines and there was no automatic protection applied to preventing such a collision in the event of a driver failing to stop at Signal 38. Equivalent signals protecting other lines into Wellington station have been fitted with signal trips that automatically apply a train's brakes in the event of it overrunning the signal. A signal trip fitted to Signal 38 would have automatically applied the passenger train brakes in this case. On 23 October 2013, the Commission recommended that the Chief Executive of KiwiRail install some form of protection that will automatically stop a train that has overrun Signal 38 in the Wellington Station area, and that he reviews other signalling arrangements in busy, high risk metro passenger areas to ensure the same arrangements are in place to minimise the risk of train collisions for the same or similar reasons. Driver distraction has the potential to contribute to or cause serious accidents and incidents. In this case the driver of the passenger train was distracted by engaging in a non-operational conversation with the train manager, and failed to stop his train at a red signal. On 23 October 2013, the Commission recommended that the Chief Executive of KiwiRail takes the necessary action to reinforce to all staff the existing rule forbidding non-operational conversation with train drivers, and use some means of monitoring compliance with the rule. NZ Transport Agency: The Commission has made 2 recommendations to the Chief Executive of KiwiRail, that he: Install some form of protection that will automatically stop a train that has overrun Signal 38 in the Wellington station area, and that he review other signalling arrangements in busy, high-risk metro passenger areas to ensure that the same arrangements are in place to minimise the risk of train collisions for the same or similar reasons. Take the necessary action to reinforce to all staff the existing rule forbidding non-operational conversations with train drivers, and use some means of monitoring compliance with the rule. On 23 October the Commission recommended that the Chief Executive of the NZ Transport Agency takes all appropriate steps to ensure that KiwiRail addresses the above recommendations.","022/13, 023/13, 024/13",Wellington
RO-2014-101,"Collision between heavy road vehicle and the Northern Explorer passenger train, Te Onetea Road level crossing, Rangiriri, 27 February 2014",27 Feb 2014,23 Jun 2016,14-101,"On Thursday 27 February 2014 the Northern Explorer passenger train was on its journey from Auckland to Wellington. The train passed through Te Kauwhata station at 0937 with 108 passengers and five crew on board, heading towards the Te Onetea Road level crossing about 3.5 kilometres further south. Meanwhile a truck and long low-loader carrying a road roller was travelling along the no-exit Te Onetea Road, the driver looking for a suitable place to turn his long vehicle around. The truck was approaching the Te Onetea Road rail level crossing at the same time that the train was coming into view. The Te Onetea Road level crossing had passive controls protected by 'Stop' and 'Look for Trains' signs. The truck driver entered the level crossing without stopping and his trailer unit grounded on the rise leading up to the rail tracks. The truck became stuck, with its driving unit obstructing the track along which the train was approaching. The train driver saw the truck begin to pass over the level crossing and stop in the path of his train. Despite his sounding the locomotive whistle and applying emergency braking, the train collided with the driving unit at a speed of 78 kilometres per hour. The truck was substantially damaged and the truck driver was killed in the collision. The train did not derail and suffered minor damage to the locomotive only. None of the train passengers or crew was injured. The Transport Accident Investigation Commission (Commission) found that in this case the train, which had its headlight and side 'ditch lights' switched on, would have been visible to the truck driver as his truck reached the stop signs at the level crossing. Had the driver stopped his truck and looked for trains, the accident would likely not have happened. However, there were broader safety issues with the level crossing that in different circumstances may have resulted in the accident, even if the driver had stopped at the limit line of the level crossing. The Commission identified two safety issues. The first was that the view lines from the stop limit line on the road, along the rail tracks in both directions, did not comply with the minimum restart sighting distances set out in the NZ Transport Agency's Traffic Control Devices Manual, Part 9, Level Crossings. It was therefore possible that when a train was just out of a truck driver's view, a fully road-compliant heavy road vehicle would not have sufficient time to pass over the level crossing without being struck by the train. The second safety issue identified was that level crossing assessments do not require the road profile and the alignment of roads on the approach to and passing over level crossings to be routinely measured. Therefore, there are no checks made to ensure that all road-legal vehicles can pass over level crossings without becoming stuck, as happened in this case. The Commission has made two recommendations to the Chief Executive of the NZ Transport Agency to address these safety issues. A key safety lesson arising from this accident is that drivers of road vehicles must comply with compulsory stop signs at rail level crossings to give them ample opportunity to look for trains, assess the situation and consider any risk before proceeding.","012/16, 013/16",Huntly
